T_half_class_days,T_half_lower_bound,T_half_upper_bound,T_half_log10_lower,T_half_log10_upper
7.083333,4.6875,15.0,0.671,1.176
7.083333,4.6875,15.0,0.671,1.176
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
2291.666667,1500.0,inf,3.176,inf
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
7.083333,4.6875,15.0,0.671,1.176
708.333333,458.333333,1500.0,2.661,3.176
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
708.333333,458.333333,1500.0,2.661,3.176
7.083333,4.6875,15.0,0.671,1.176
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
7.083333,4.6875,15.0,0.671,1.176
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
7.083333,4.6875,15.0,0.671,1.176
7.083333,4.6875,15.0,0.671,1.176
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
7.083333,4.6875,15.0,0.671,1.176
7.083333,4.6875,15.0,0.671,1.176
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
7.083333,4.6875,15.0,0.671,1.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
708.333333,458.333333,1500.0,2.661,3.176
2291.666667,1500.0,inf,3.176,inf
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
7.083333,4.6875,15.0,0.671,1.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
2291.666667,1500.0,inf,3.176,inf
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
2291.666667,1500.0,inf,3.176,inf
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
708.333333,458.333333,1500.0,2.661,3.176
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
708.333333,458.333333,1500.0,2.661,3.176
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
70.833333,45.833333,145.833333,1.661,2.164
2291.666667,1500.0,inf,3.176,inf
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
2291.666667,1500.0,inf,3.176,inf
708.333333,458.333333,1500.0,2.661,3.176
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
229.166667,145.833333,458.333333,2.164,2.661
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
708.333333,458.333333,1500.0,2.661,3.176
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
2291.666667,1500.0,inf,3.176,inf
229.166667,145.833333,458.333333,2.164,2.661
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
708.333333,458.333333,1500.0,2.661,3.176
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
229.166667,145.833333,458.333333,2.164,2.661
708.333333,458.333333,1500.0,2.661,3.176
2291.666667,1500.0,inf,3.176,inf
708.333333,458.333333,1500.0,2.661,3.176
2291.666667,1500.0,inf,3.176,inf
708.333333,458.333333,1500.0,2.661,3.176
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
229.166667,145.833333,458.333333,2.164,2.661
2291.666667,1500.0,inf,3.176,inf
708.333333,458.333333,1500.0,2.661,3.176
2291.666667,1500.0,inf,3.176,inf
2291.666667,1500.0,inf,3.176,inf
2.291667,1.5,4.6875,0.176,0.671
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
70.833,40.289947393859926,127.40716663908667,1.6051967003352314,2.1051938577031817
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
229.167,127.40716663908667,402.8976900045469,2.1051938577031817,2.6051947773879944
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
708.333,402.8976900045469,1274.0735304961797,2.6051947773879944,3.1051944931227426
2291.667,1274.0735304961797,9999999.0,3.1051944931227426,9999999.0
2291.667,1274.0735304961797,9999999.0,3.1051944931227426,9999999.0
